Date,Open,High,Low,Close,Adj Close,Volume
2013-11-01,35.669998,38.290001,35.389999,38.130001,33.557331,800431600
2013-12-01,38.090000,38.980000,35.529999,37.410000,33.173367,826617700
2014-01-01,37.349998,37.889999,34.630001,37.840000,33.554665,930226200
2014-02-01,37.740002,38.459999,35.689999,38.310001,33.971455,705304500
2014-03-01,37.919998,41.500000,37.490002,40.990002,36.620502,778425700
2014-04-01,41.150002,41.660000,38.900002,40.400002,36.093391,746112500
2014-05-01,40.240002,40.970001,38.509998,40.939999,36.575829,574362900
2014-06-01,40.950001,42.290001,39.860001,41.700001,37.517635,555767300
2014-07-01,41.860001,45.709999,41.049999,43.160000,38.831207,731616500
2014-08-01,43.209999,45.470001,42.209999,45.430000,40.873520,513919700
2014-09-01,45.430000,47.570000,44.529999,46.360001,41.970760,860827300
2014-10-01,46.270000,46.970001,42.099998,46.950001,42.504902,853260900
2014-11-01,46.889999,50.049999,46.730000,47.810001,43.283485,523005900
2014-12-01,47.880001,49.060001,44.900002,46.450001,42.317471,626771200
2015-01-01,46.660000,47.910000,40.349998,40.400002,36.805725,918681100
2015-02-01,40.590000,44.299999,40.230000,43.849998,39.948784,655957100
2015-03-01,43.669998,44.189999,40.540001,40.660000,37.306213,822551400
2015-04-01,40.599998,49.540001,40.119999,48.639999,44.627991,873936700
2015-05-01,48.580002,48.910000,46.020000,46.860001,42.994816,631475800
2015-06-01,47.060001,47.770000,43.939999,44.150002,40.771599,664339200
2015-07-01,44.459999,47.400002,43.320000,46.700001,43.126480,725458100
2015-08-01,46.980000,48.410000,39.720001,43.520000,40.189812,775228000
2015-09-01,42.169998,45.000000,41.660000,44.259998,41.142715,671417600
2015-10-01,44.750000,54.369999,43.750000,52.639999,48.932507,856322800
2015-11-01,52.849998,54.980000,52.529999,54.349998,50.522064,662559200
2015-12-01,54.410000,56.849998,53.680000,55.480000,51.920101,791895100
2016-01-01,54.320000,55.389999,49.099998,55.090000,51.555122,927433200
2016-02-01,54.880001,55.090000,48.189999,50.880001,47.615261,813425300
2016-03-01,50.970001,55.639999,50.580002,55.230000,52.057240,640548300
2016-04-01,55.049999,56.770000,49.349998,49.869999,47.005150,697861300
2016-05-01,50.000000,53.000000,49.459999,53.000000,49.955341,530284000
2016-06-01,52.439999,52.950001,48.040001,51.169998,48.567814,823351500
2016-07-01,51.130001,57.290001,50.389999,56.680000,53.797611,647351200
2016-08-01,56.599998,58.700001,56.139999,57.459999,54.537945,466729800
2016-09-01,57.009998,58.189999,55.610001,57.599998,55.011574,526196300
2016-10-01,57.410000,61.369999,56.320000,59.919998,57.227314,614211700
2016-11-01,59.970001,61.410000,57.279999,60.259998,57.552036,612034100
2016-12-01,60.110001,64.099998,58.799999,62.139999,59.748470,513256500
2017-01-01,62.790001,65.910004,61.950001,64.650002,62.161880,493283800
2017-02-01,64.360001,65.239998,62.750000,63.980000,61.517666,440701500
2017-03-01,64.129997,66.190002,63.619999,65.860001,63.709213,489169700
2017-04-01,65.809998,69.139999,64.849998,68.459999,66.224304,433065900
2017-05-01,68.680000,70.739998,67.139999,69.839996,67.559242,517218500
2017-06-01,70.239998,72.889999,68.089996,68.930000,67.061157,629584800
2017-07-01,69.330002,74.419998,68.019997,72.699997,70.728943,469851200
2017-08-01,73.099998,74.959999,71.279999,74.769997,72.742813,444041200
2017-09-01,74.709999,75.970001,72.919998,74.489998,72.856537,375983900
2017-10-01,74.709999,86.199997,73.709999,83.180000,81.355980,449950000
2017-11-01,83.680000,85.059998,82.239998,84.169998,82.324265,421926000
2017-12-01,83.599998,87.500000,80.699997,85.540001,84.084389,466203300
2018-01-01,86.129997,95.449997,85.500000,95.010002,93.393242,574239800
2018-02-01,94.790001,96.070000,83.830002,93.769997,92.174339,725663300
2018-03-01,93.989998,97.239998,87.080002,91.269997,90.138329,750754800
2018-04-01,90.470001,97.900002,87.510002,93.519997,92.360428,668130700
2018-05-01,93.209999,99.989998,92.449997,98.839996,97.614464,503840000
2018-06-01,99.279999,102.690002,97.260002,98.610001,97.809433,601941000
2018-07-01,98.099998,111.150002,98.000000,106.080002,105.218788,569352300
2018-08-01,106.029999,112.779999,104.839996,112.330002,111.418053,456611300
2018-09-01,110.849998,115.290001,107.230003,114.370003,113.878044,480255500
2018-10-01,114.750000,116.180000,100.110001,106.809998,106.350555,927548000
2018-11-01,107.050003,112.239998,99.349998,110.889999,110.413010,720187900
